research_rank,asset_id,ticker,company_name,exchange,cik,candidate_matrix_status,evidence_level,experimental_score,score_bucket,fundamentals_quality_score,growth_momentum_score,profitability_cashflow_score,price_momentum_trend_score,risk_liquidity_score,top_positive_drivers,top_risk_drivers,missing_reason,experimental_score_notes,scoring_calculated,ranking_calculated,recommendation_generated,phase
335,U00199,ANY,Sphere 3D Corp. - Common Shares,NASDAQ,0001591956,CANDIDATE_MATRIX_READY,high,14.8378,INVESTIGATE_LOW,20.0,0.0,0.0,26.689,35.0,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
336,U00227,ARAY,Accuray Incorporated - Common Stock,NASDAQ,0001138723,CANDIDATE_MATRIX_READY,high,14.7221,INVESTIGATE_LOW,35.0596,0.0,12.2052,0.0,17.6316,limited positive signal detail,balance-sheet risk flag; large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
337,U00275,ATER,"Aterian, Inc. - Common Stock",NASDAQ,0001757715,CANDIDATE_MATRIX_READY,high,14.7004,INVESTIGATE_LOW,38.2616,0.0,0.0,2.1343,27.9507,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
338,U00567,CDTG,CDT Environmental Technology Investment Holdings Limited - ordinary shares,NASDAQ,0001793895,CANDIDATE_MATRIX_READY,high,14.0883,INVESTIGATE_LOW,35.2872,0.0,5.4458,0.0,24.1294,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
339,U00412,BLNK,Blink Charging Co. - Common Stock,NASDAQ,0001429764,CANDIDATE_MATRIX_READY,high,13.6949,INVESTIGATE_LOW,35.0575,0.0,0.0,0.5785,30.6196,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
340,U00238,ARKO,ARKO Corp. - Common Stock,NASDAQ,0001823794,CANDIDATE_MATRIX_READY,high,12.8621,INVESTIGATE_LOW,23.3245,0.0,0.0,11.25,36.1475,limited positive signal detail,balance-sheet risk flag; large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
341,U00338,BAOS,Baosheng Media Group Holdings Limited - Ordinary shares,NASDAQ,0001811216,CANDIDATE_MATRIX_READY,high,12.4732,INVESTIGATE_LOW,32.9611,1.7582,0.0,0.0,22.3323,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
342,U00498,BZAI,"Blaize Holdings, Inc. - Common Stock",NASDAQ,0001871638,CANDIDATE_MATRIX_READY,high,12.2117,INVESTIGATE_LOW,32.3855,0.0,0.0,0.0,24.9602,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
343,U00459,BRTX,"BioRestorative Therapies, Inc. - Common Stock",NASDAQ,0001505497,CANDIDATE_MATRIX_READY,high,11.9538,INVESTIGATE_LOW,23.8803,0.0,0.0,6.4484,35.0,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
344,U00291,ATYR,"aTyr Pharma, Inc. - Common Stock",NASDAQ,0001339970,CANDIDATE_MATRIX_READY,high,10.1838,INVESTIGATE_LOW,20.3404,2.9086,0.0,0.0,35.0,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
345,U00541,CCB,Coastal Financial Corporation - Common Stock,NASDAQ,0001437958,CANDIDATE_MATRIX_READY,high,9.648,INVESTIGATE_LOW,23.3135,0.0,0.0,0.0,26.5394,limited positive signal detail,balance-sheet risk flag; large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
346,U00182,AMST,Amesite Inc. - Common Stock,NASDAQ,0001807166,CANDIDATE_MATRIX_READY,high,9.5,INVESTIGATE_LOW,20.0,0.0,0.0,0.0,35.0,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
347,U00647,CLNN,Clene Inc. - Common Stock,NASDAQ,0001822791,CANDIDATE_MATRIX_READY,high,8.317,INVESTIGATE_LOW,20.0,0.0,0.0,2.0728,19.0243,limited positive signal detail,balance-sheet risk flag; large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
348,U00374,BETR,Better Home & Finance Holding Company - Class A Common Stock,NASDAQ,0001835856,CANDIDATE_MATRIX_READY,high,7.8063,INVESTIGATE_LOW,20.7904,0.0,0.0,0.0,15.6916,limited positive signal detail,balance-sheet risk flag; large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
349,U00108,AIIO,Robo.ai Inc. - Class B Ordinary Shares,NASDAQ,0001932737,CANDIDATE_MATRIX_READY,high,7.5,INVESTIGATE_LOW,20.0,0.0,0.0,0.0,15.0,limited positive signal detail,balance-sheet risk flag; large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
350,U00470,BTAI,"BioXcel Therapeutics, Inc. - Common Stock",NASDAQ,0001720893,CANDIDATE_MATRIX_READY,high,7.5,INVESTIGATE_LOW,20.0,0.0,0.0,0.0,15.0,limited positive signal detail,balance-sheet risk flag; large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00006,AAL,"American Airlines Group, Inc. - Common Stock",NASDAQ,0000006201,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,36.3949,39.2791,40.3454,29.7722,61.1609,positive revenue growth; positive profitability/FCF signal,large 12m drawdown,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00009,AAON,"AAON, Inc. - Common Stock",NASDAQ,0000824142,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,20.0,0.0,0.0,13.2625,50.2691,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00012,AARD,"Aardvark Therapeutics, Inc. - Common Stock",NASDAQ,0001774857,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,45.0,15.0,0.0,22.599,33.9713,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00013,ABAT,American Battery Technology Company - Common Stock,NASDAQ,0001576873,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,69.6712,70.0,0.0,19.7263,37.0649,positive revenue growth; positive 12m momentum,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00018,ABOS,"Acumen Pharmaceuticals, Inc. - Common Stock",NASDAQ,0001576885,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,38.5455,13.4618,0.0,74.897,49.1938,positive price trend; positive 12m momentum,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00019,ABSI,Absci Corporation - Common Stock,NASDAQ,0001672688,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,45.0,15.0,0.0,87.0,39.0671,positive 12m momentum,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00023,ABVC,"ABVC BioPharma, Inc. - Common Stock",NASDAQ,0001173313,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,47.898,15.0,0.0,0.0,30.949,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00027,ACCL,Acco Group Holdings Limited - Class A Ordinary Shares,NASDAQ,0002038378,CANDIDATE_MATRIX_PARTIAL_PRICE,medium,,REVIEW_REQUIRED,78.3375,15.0,97.8971,49.8228,59.0976,positive profitability/FCF signal; positive price trend,high 6m volatility,price_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00029,ACET,"Adicet Bio, Inc. - Common Stock",NASDAQ,0001720580,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,44.4794,12.2843,0.0,52.1312,44.3834,positive price trend,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00034,ACHV,"Achieve Life Sciences, Inc. - Common Shares",NASDAQ,0000949858,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,36.8303,15.0,0.0,95.0,34.7902,positive price trend; positive 12m momentum,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00045,ACRV,"Acrivon Therapeutics, Inc. - Common Stock",NASDAQ,0001781174,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,45.0,15.0,0.0,77.6811,46.1526,positive 12m momentum,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00048,ACTU,"Actuate Therapeutics, Inc. - Common stock",NASDAQ,0001652935,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,38.3395,0.0,0.0,0.0,29.0774,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00049,ACXP,"Acurx Pharmaceuticals, Inc. - Common Stock",NASDAQ,0001736243,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,41.1538,0.4286,0.0,6.1052,31.4019,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00051,ADAG,"Adagene Inc. - ADS, each representing 1.25 ordinary shares",NASDAQ,0001818838,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,65.6399,78.8777,0.0,79.9033,43.5841,positive revenue growth; positive 12m momentum,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00055,ADGM,"Adagio Medical Holdings, Inc - Common Stock",NASDAQ,0002006986,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,29.2244,0.0,0.0,0.0,22.8265,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00057,ADIL,"Adial Pharmaceuticals, Inc - Common Stock",NASDAQ,0001513525,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,43.6157,15.0,0.0,57.4474,32.6077,positive price trend,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00067,ADVB,Advanced Biomed Inc. - Common Stock,NASDAQ,0001941029,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,37.4665,15.0,0.0,70.3275,29.3211,positive price trend; positive 12m momentum,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00075,AEMD,"Aethlon Medical, Inc. - Common Stock",NASDAQ,0000882291,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,43.1694,0.5882,0.0,10.9745,32.3891,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00077,AEP,"American Electric Power Company, Inc. - Common Stock",NASDAQ,0000004904,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,39.9519,51.0238,0.0,37.5786,76.1921,positive revenue growth; positive 12m momentum,no dominant risk flag in tracked fields,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00083,AFCG,Advanced Flower Capital Inc. - Common Stock,NASDAQ,0001822523,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,40.0312,6.1667,0.0,55.153,48.3408,positive price trend,large 12m drawdown; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00084,AFJK,"Aimei Health Technology Co., Ltd - Ordinary Share",NASDAQ,0001979005,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,40.6696,0.0,0.0,21.4425,31.1647,positive 12m momentum,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
